vendorid,drivertip,mtatax,distance,numpassengers,tollamount,paymentmethod,ratecode,storedflag,extracharges,totalamount,deliv_time_spent
1.0,2.0,0.5,4.4,1.0,0.0,1.0,1.0,N,0.0,23.3,30.6
1.0,2.8,0.5,1.6,1.0,0.0,1.0,1.0,N,1.0,14.1,12.1
2.0,2.58,0.5,2.07,1.0,0.0,1.0,1.0,N,0.0,12.88,10.933333333333334
1.0,0.0,0.5,2.6,2.0,0.0,2.0,1.0,N,1.0,12.8,12.016666666666667
1.0,2.0,0.5,1.9,1.0,0.0,1.0,1.0,N,0.0,12.3,10.933333333333334
2.0,0.0,0.5,4.38,1.0,0.0,2.0,1.0,N,1.0,32.3,49.78333333333333
2.0,0.0,0.5,0.01,1.0,0.0,2.0,1.0,N,0.0,3.3,0.16666666666666666
1.0,0.0,0.5,1.5,1.0,0.0,2.0,1.0,N,0.0,11.3,13.616666666666667
2.0,1.29,0.5,0.21,1.0,0.0,1.0,1.0,N,0.0,5.59,2.1
1.0,0.0,0.5,2.1,1.0,0.0,2.0,1.0,N,0.0,12.3,14.1
2.0,3.2,0.5,2.1,1.0,0.0,1.0,1.0,N,0.0,16.0,17.466666666666665
1.0,2.3,0.5,2.0,1.0,0.0,1.0,1.0,N,0.5,11.6,6.533333333333333
1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,8.3,9.133333333333333
1.0,0.0,0.5,2.5,1.0,0.0,2.0,1.0,N,0.0,14.3,18.016666666666666
2.0,2.45,0.5,1.15,1.0,0.0,1.0,1.0,N,0.0,12.25,12.916666666666666
2.0,13.2,0.5,17.34,1.0,0.0,1.0,2.0,N,0.0,66.0,43.1
2.0,1.76,0.5,1.49,1.0,0.0,1.0,1.0,N,0.0,10.56,8.516666666666667
2.0,0.0,0.5,0.95,1.0,0.0,2.0,1.0,N,0.0,7.3,7.25
1.0,0.0,0.5,16.3,1.0,5.76,2.0,2.0,N,4.5,63.06,58.083333333333336
2.0,1.36,0.5,0.89,2.0,0.0,1.0,1.0,N,0.5,8.16,4.866666666666666
2.0,4.16,0.5,5.34,1.0,0.0,1.0,1.0,N,0.5,24.96,21.75
1.0,1.0,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,10.8,12.283333333333333
1.0,1.95,0.5,1.7,4.0,0.0,1.0,1.0,N,0.5,11.75,8.2
2.0,0.0,0.5,5.8,3.0,0.0,2.0,1.0,N,0.5,19.8,14.15
2.0,1.7,0.5,1.14,6.0,0.0,1.0,1.0,N,0.0,8.5,6.3
2.0,0.0,0.5,1.68,2.0,0.0,2.0,1.0,N,0.5,9.3,8.8
1.0,1.5,0.5,1.2,1.0,0.0,1.0,1.0,N,1.0,10.3,8.066666666666666
2.0,0.0,0.5,0.93,1.0,0.0,2.0,1.0,N,1.0,8.3,7.383333333333334
1.0,2.0,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,9.8,5.883333333333334
2.0,3.66,0.5,3.99,1.0,0.0,1.0,1.0,N,0.0,21.96,23.033333333333335
1.0,0.0,0.5,1.0,1.0,0.0,2.0,1.0,N,0.0,6.8,5.833333333333333
2.0,0.0,0.5,0.69,2.0,0.0,2.0,1.0,N,0.0,6.3,5.866666666666666
1.0,0.0,0.5,1.5,1.0,0.0,1.0,1.0,N,0.0,12.3,16.85
1.0,6.75,0.5,10.3,1.0,0.0,1.0,1.0,N,0.5,40.55,29.35
1.0,2.25,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,13.55,15.0
1.0,7.7,0.5,9.3,1.0,5.76,1.0,1.0,N,1.0,46.26,36.233333333333334
1.0,0.0,0.5,3.8,1.0,0.0,2.0,1.0,N,1.0,18.8,21.85
1.0,1.35,0.5,0.8,1.0,0.0,1.0,1.0,Y,0.5,8.15,5.133333333333334
1.0,1.2,0.5,2.4,1.0,0.0,1.0,1.0,N,0.5,14.0,14.6
2.0,1.86,0.5,1.35,1.0,0.0,1.0,1.0,N,0.0,11.16,10.983333333333333
1.0,1.75,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,10.55,9.566666666666666
2.0,2.95,0.5,2.65,1.0,0.0,1.0,1.0,N,0.5,14.75,11.366666666666667
1.0,2.95,0.5,3.4,1.0,0.0,1.0,1.0,N,0.0,17.75,15.483333333333333
2.0,0.0,0.5,1.37,5.0,0.0,2.0,1.0,N,0.0,7.8,7.683333333333334
2.0,0.0,0.5,2.74,2.0,0.0,2.0,1.0,N,0.5,12.3,10.916666666666666
2.0,1.75,0.5,0.56,2.0,0.0,1.0,1.0,N,1.0,11.05,10.25
1.0,0.0,0.5,1.3,2.0,0.0,2.0,1.0,N,0.5,8.3,7.883333333333334
2.0,2.0,0.5,3.5,3.0,0.0,1.0,1.0,N,0.5,18.3,19.166666666666668
1.0,1.35,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,8.15,3.1666666666666665
1.0,1.8,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,9.1,4.633333333333334
2.0,0.0,0.5,3.34,1.0,0.0,2.0,1.0,N,0.0,19.8,26.666666666666668
2.0,0.0,0.5,1.01,1.0,0.0,2.0,1.0,N,0.0,7.3,7.416666666666667
1.0,2.55,0.5,2.2,1.0,0.0,1.0,1.0,N,0.0,15.35,16.883333333333333
2.0,1.24,0.5,1.38,5.0,0.0,1.0,1.0,N,0.5,9.54,7.133333333333334
1.0,16.2,0.5,14.8,1.0,5.76,1.0,1.0,N,1.0,70.26,54.5
1.0,1.45,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,8.75,6.683333333333334
2.0,2.06,0.5,2.31,2.0,0.0,1.0,1.0,N,0.5,12.36,7.966666666666667
1.0,8.6,0.5,11.8,1.0,5.76,1.0,1.0,N,0.0,51.66,39.016666666666666
1.0,0.0,0.5,2.2,2.0,0.0,2.0,1.0,Y,0.0,15.3,22.133333333333333
2.0,4.56,0.5,5.82,1.0,0.0,1.0,1.0,N,1.0,27.36,21.816666666666666
2.0,0.0,0.5,1.63,1.0,0.0,2.0,1.0,N,0.0,7.8,6.966666666666667
2.0,1.0,0.5,1.02,2.0,0.0,1.0,1.0,N,0.5,8.3,6.316666666666666
2.0,0.0,0.5,1.27,1.0,0.0,2.0,1.0,N,1.0,11.8,14.55
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,9.3,9.85
2.0,2.7,0.5,2.36,6.0,0.0,1.0,1.0,N,0.5,13.5,9.75
1.0,3.15,0.5,3.3,1.0,0.0,1.0,1.0,N,1.0,18.95,17.15
1.0,0.0,0.5,3.8,2.0,0.0,2.0,1.0,N,0.0,14.8,16.133333333333333
2.0,1.0,0.5,0.9,6.0,0.0,1.0,1.0,N,0.0,8.8,8.566666666666666
1.0,2.0,0.5,3.8,1.0,0.0,1.0,1.0,N,0.5,18.8,19.116666666666667
2.0,0.0,0.5,1.23,6.0,0.0,2.0,1.0,N,0.0,7.8,6.716666666666667
1.0,1.74,0.5,0.3,2.0,0.0,1.0,1.0,N,1.0,7.54,2.6666666666666665
1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.3,3.4166666666666665
2.0,1.66,0.5,1.41,1.0,0.0,1.0,1.0,N,0.5,9.96,8.2
1.0,2.35,0.5,2.3,1.0,0.0,1.0,1.0,N,0.0,14.15,13.083333333333334
2.0,0.0,0.5,0.89,1.0,0.0,2.0,1.0,N,0.0,6.8,6.483333333333333
2.0,2.44,0.5,2.38,2.0,0.0,1.0,1.0,N,0.0,18.74,23.616666666666667
1.0,0.0,0.5,11.4,1.0,0.0,2.0,1.0,N,0.5,35.8,29.3
1.0,0.0,0.5,4.2,1.0,0.0,2.0,1.0,N,0.5,17.3,19.4
2.0,1.46,0.5,1.25,1.0,0.0,1.0,1.0,N,0.5,8.76,5.7
2.0,4.36,0.5,2.42,1.0,0.0,1.0,1.0,N,0.0,26.16,34.96666666666667
2.0,2.95,0.5,1.72,1.0,0.0,1.0,1.0,N,0.5,14.75,14.033333333333333
1.0,0.0,0.5,2.1,1.0,0.0,2.0,1.0,N,0.5,11.3,12.45
1.0,8.2,0.5,11.2,1.0,5.76,1.0,1.0,N,0.0,49.26,30.016666666666666
2.0,1.76,0.5,1.44,3.0,0.0,1.0,1.0,N,1.0,10.56,5.733333333333333
1.0,0.0,0.5,7.2,1.0,0.0,2.0,1.0,N,0.5,24.8,22.383333333333333
1.0,1.85,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,8.15,4.466666666666667
2.0,3.58,0.5,2.74,5.0,0.0,1.0,1.0,N,0.0,17.88,19.383333333333333
2.0,0.0,0.5,1.38,5.0,0.0,2.0,1.0,N,0.5,7.8,4.966666666666667
1.0,1.06,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.36,4.033333333333333
1.0,0.0,0.5,1.4,1.0,0.0,1.0,1.0,N,0.5,8.8,8.366666666666667
1.0,1.3,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.6,3.1166666666666667
2.0,0.0,0.5,0.92,1.0,0.0,2.0,1.0,N,0.0,8.8,11.016666666666667
2.0,0.0,0.5,1.43,1.0,0.0,2.0,1.0,N,0.0,8.8,9.466666666666667
2.0,1.0,0.5,3.02,1.0,0.0,1.0,1.0,N,1.0,16.3,17.733333333333334
1.0,2.85,0.5,3.3,1.0,0.0,1.0,1.0,N,0.0,17.15,15.5
1.0,1.55,0.5,0.9,3.0,0.0,1.0,1.0,N,0.0,9.35,7.75
1.0,2.6,0.5,1.3,1.0,0.0,1.0,1.0,N,0.5,11.4,7.816666666666666
1.0,2.35,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,14.15,16.433333333333334
1.0,1.25,0.5,0.9,1.0,0.0,1.0,1.0,N,0.5,7.55,4.45
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,0.0,4.8,2.2666666666666666
2.0,4.5,0.5,6.39,1.0,0.0,1.0,1.0,N,1.0,27.3,19.066666666666666
2.0,0.0,0.5,1.64,1.0,0.0,2.0,1.0,N,0.0,14.3,21.033333333333335
2.0,0.0,0.5,3.38,5.0,0.0,2.0,1.0,N,0.5,14.3,13.183333333333334
1.0,3.35,0.5,2.3,1.0,0.0,1.0,1.0,N,0.0,14.65,11.983333333333333
2.0,3.24,0.5,1.75,2.0,0.0,1.0,1.0,N,0.0,14.04,13.766666666666667
1.0,2.5,0.5,2.9,1.0,0.0,1.0,1.0,N,0.5,18.3,18.716666666666665
2.0,0.0,0.5,1.48,1.0,0.0,2.0,1.0,N,1.0,9.3,7.883333333333334
2.0,1.8,0.5,2.62,1.0,0.0,1.0,1.0,N,0.0,19.6,25.066666666666666
1.0,0.0,0.5,0.5,1.0,0.0,2.0,1.0,N,0.5,7.3,6.183333333333334
1.0,2.15,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,9.45,7.916666666666667
1.0,3.25,0.5,4.0,1.0,0.0,1.0,1.0,N,0.0,19.55,17.65
1.0,2.0,0.5,3.0,1.0,0.0,1.0,1.0,N,0.0,15.8,16.583333333333332
2.0,0.0,0.5,2.45,2.0,0.0,2.0,1.0,N,0.5,12.3,13.3
1.0,3.55,0.5,4.7,1.0,0.0,1.0,1.0,N,0.5,21.35,17.866666666666667
1.0,0.0,0.5,3.2,1.0,0.0,1.0,1.0,N,0.5,14.8,12.85
2.0,2.7,0.5,1.98,1.0,0.0,1.0,1.0,N,0.0,13.5,13.0
2.0,2.16,0.5,2.43,3.0,0.0,1.0,1.0,N,0.5,12.96,8.15
1.0,1.75,0.5,0.8,1.0,0.0,1.0,1.0,N,0.5,10.55,9.733333333333333
1.0,1.75,0.5,1.5,1.0,0.0,1.0,1.0,N,0.5,10.55,7.916666666666667
1.0,2.65,0.5,2.1,1.0,0.0,1.0,1.0,N,0.0,15.95,17.033333333333335
2.0,2.45,0.5,2.44,1.0,0.0,1.0,1.0,N,0.0,12.25,5.816666666666666
2.0,2.45,0.5,1.72,1.0,0.0,1.0,1.0,N,0.5,12.25,8.85
2.0,0.0,0.5,0.87,1.0,0.0,2.0,1.0,N,0.0,14.3,22.466666666666665
1.0,1.0,0.5,2.1,1.0,0.0,1.0,1.0,N,0.0,15.8,20.95
1.0,1.0,0.5,0.2,1.0,0.0,1.0,1.0,N,1.0,8.3,6.25
2.0,4.86,0.5,5.49,3.0,0.0,1.0,1.0,N,0.0,29.16,30.85
1.0,0.0,0.5,0.7,2.0,0.0,2.0,1.0,N,0.0,5.8,4.366666666666666
2.0,1.0,0.5,1.74,5.0,0.0,1.0,1.0,N,0.5,10.8,8.966666666666667
1.0,0.0,0.5,1.0,1.0,0.0,2.0,1.0,N,0.0,6.8,6.733333333333333
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,7.3,7.25
2.0,2.04,0.5,1.03,2.0,0.0,1.0,1.0,N,0.0,8.84,5.633333333333334
1.0,0.0,0.5,1.0,1.0,0.0,2.0,1.0,N,1.0,11.8,14.733333333333333
2.0,1.26,0.5,0.91,1.0,0.0,1.0,1.0,N,0.5,7.56,3.316666666666667
2.0,0.0,0.5,1.11,1.0,0.0,2.0,1.0,N,0.0,7.8,8.433333333333334
2.0,3.86,0.5,5.65,1.0,0.0,1.0,1.0,N,0.0,23.16,14.116666666666667
2.0,0.0,0.5,1.7,2.0,0.0,2.0,1.0,N,0.0,9.8,10.733333333333333
1.0,10.0,0.5,17.7,1.0,5.76,1.0,2.0,N,0.0,68.56,54.75
1.0,2.35,0.5,1.3,1.0,0.0,1.0,1.0,N,0.0,14.15,15.95
1.0,2.95,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,14.75,17.25
2.0,2.44,0.5,3.35,5.0,0.0,1.0,1.0,N,0.5,18.74,20.616666666666667
2.0,0.0,0.5,2.39,1.0,0.0,2.0,1.0,N,0.0,11.8,13.533333333333333
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,8.3,7.583333333333333
1.0,0.0,0.5,5.1,1.0,0.0,2.0,1.0,N,0.0,20.8,21.2
1.0,4.35,0.5,5.1,1.0,0.0,1.0,1.0,N,0.0,26.15,27.3
1.0,5.3,0.5,5.5,1.0,0.0,1.0,1.0,N,0.5,26.6,20.733333333333334
1.0,0.0,0.5,1.2,1.0,0.0,2.0,1.0,N,0.0,7.3,6.633333333333334
1.0,1.35,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,8.15,4.333333333333333
2.0,1.56,0.5,1.32,1.0,0.0,1.0,1.0,N,0.0,9.36,7.433333333333334
1.0,1.55,0.5,0.8,1.0,0.0,1.0,1.0,N,0.5,7.85,4.25
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,5.8,4.3
1.0,5.71,0.5,8.4,3.0,5.76,1.0,1.0,N,1.0,43.77,35.0
2.0,1.45,0.5,0.76,3.0,0.0,1.0,1.0,N,0.5,7.25,3.1
2.0,0.0,0.5,1.96,1.0,0.0,2.0,1.0,N,0.0,9.8,10.616666666666667
2.0,3.06,0.5,3.83,2.0,0.0,1.0,1.0,N,0.5,18.36,14.016666666666667
1.0,1.0,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,9.3,8.15
2.0,0.0,0.5,0.76,2.0,0.0,2.0,1.0,N,0.0,7.3,7.25
2.0,1.0,0.5,0.6,2.0,0.0,1.0,1.0,N,0.0,6.3,3.716666666666667
2.0,1.36,0.5,1.42,1.0,0.0,1.0,1.0,N,0.0,8.16,4.383333333333334
1.0,1.25,0.5,1.0,1.0,0.0,1.0,1.0,N,0.5,7.55,3.0833333333333335
1.0,2.3,0.5,0.9,1.0,0.0,1.0,1.0,N,1.0,10.1,6.15
1.0,1.0,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,11.8,15.2
2.0,0.0,0.5,0.55,1.0,0.0,2.0,1.0,N,0.0,5.8,4.683333333333334
2.0,0.0,0.5,3.43,1.0,0.0,2.0,1.0,N,0.0,18.3,25.566666666666666
1.0,1.45,0.5,1.0,1.0,0.0,1.0,1.0,N,0.5,8.75,5.683333333333334
2.0,2.19,0.5,0.7,3.0,0.0,1.0,1.0,N,1.0,9.49,5.75
1.0,5.25,0.5,6.4,2.0,0.0,1.0,1.0,N,0.0,31.55,32.95
1.0,0.0,0.5,0.5,2.0,0.0,2.0,1.0,N,1.0,6.3,3.316666666666667
1.0,0.0,0.5,2.9,2.0,0.0,2.0,1.0,N,0.0,14.3,17.833333333333332
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,0.0,4.8,3.05
2.0,0.0,0.5,0.87,1.0,0.0,2.0,1.0,N,0.0,12.3,18.416666666666668
2.0,0.0,0.5,0.69,1.0,0.0,2.0,1.0,N,0.5,6.3,4.766666666666667
1.0,0.0,0.5,20.9,1.0,5.76,2.0,2.0,N,0.0,58.56,55.56666666666667
2.0,3.08,0.5,1.63,1.0,0.0,1.0,1.0,N,0.0,15.38,16.55
2.0,1.0,0.5,0.75,1.0,0.0,1.0,1.0,N,1.0,8.3,6.3
1.0,0.0,0.5,1.3,1.0,0.0,2.0,1.0,N,1.0,15.3,21.35
2.0,1.0,0.5,1.12,1.0,0.0,1.0,1.0,N,1.0,12.8,14.75
2.0,2.0,0.5,1.33,2.0,0.0,1.0,1.0,N,0.0,10.3,9.016666666666667
2.0,1.3,0.5,2.45,2.0,0.0,1.0,1.0,N,0.5,12.1,8.916666666666666
1.0,8.8,0.5,11.4,3.0,5.76,1.0,1.0,N,0.5,52.86,32.88333333333333
2.0,0.0,0.5,0.21,1.0,0.0,1.0,1.0,N,0.5,4.8,1.7666666666666666
2.0,1.86,0.5,1.42,6.0,0.0,1.0,1.0,N,0.0,11.16,10.05
2.0,1.56,0.5,1.04,6.0,0.0,1.0,1.0,N,0.5,9.36,7.316666666666666
2.0,0.0,0.5,25.1,1.0,0.0,1.0,4.0,N,0.0,118.3,41.483333333333334
1.0,0.0,0.5,1.8,1.0,0.0,2.0,1.0,N,0.0,14.3,21.0
2.0,1.56,0.5,0.81,1.0,0.0,1.0,1.0,N,0.0,9.36,8.7
2.0,0.87,0.5,0.72,1.0,0.0,1.0,1.0,N,0.0,6.67,4.35
1.0,1.85,0.5,1.9,1.0,0.0,1.0,1.0,N,0.0,11.15,8.35
1.0,2.0,0.5,0.5,1.0,0.0,1.0,1.0,N,1.0,8.3,3.466666666666667
2.0,1.16,0.5,0.84,5.0,0.0,1.0,1.0,N,0.0,6.96,4.216666666666667
1.0,0.0,0.5,1.2,2.0,0.0,2.0,1.0,N,0.5,7.8,7.166666666666667
1.0,0.0,0.5,1.8,1.0,0.0,2.0,1.0,N,0.5,13.3,16.366666666666667
1.0,0.0,0.5,21.6,1.0,5.76,2.0,2.0,N,0.0,58.56,34.21666666666667
2.0,0.96,0.5,0.67,1.0,0.0,1.0,1.0,N,0.0,5.76,2.533333333333333
2.0,1.56,0.5,1.4,2.0,0.0,1.0,1.0,N,0.5,9.36,6.2
2.0,3.7,0.5,3.73,1.0,0.0,1.0,1.0,N,0.5,18.5,11.783333333333333
2.0,1.56,0.5,0.97,1.0,0.0,1.0,1.0,N,0.0,9.36,8.166666666666666
2.0,0.0,0.5,4.16,5.0,0.0,2.0,1.0,N,0.5,16.3,13.533333333333333
1.0,1.1,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,8.4,4.783333333333333
2.0,0.0,0.5,16.09,5.0,5.76,1.0,1.0,N,0.0,52.06,36.516666666666666
2.0,2.32,0.5,1.36,2.0,0.0,1.0,1.0,N,0.0,11.62,10.083333333333334
2.0,1.32,0.5,1.06,1.0,0.0,1.0,1.0,N,1.0,10.12,8.133333333333333
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,1.0,5.3,1.85
1.0,6.75,0.5,8.7,1.0,0.0,1.0,1.0,N,0.5,40.55,39.95
1.0,0.96,0.5,0.6,3.0,0.0,1.0,1.0,N,0.0,5.76,2.4
1.0,6.0,0.5,11.3,1.0,5.76,1.0,1.0,N,0.0,49.56,35.68333333333333
1.0,0.0,0.5,1.7,1.0,0.0,2.0,1.0,N,0.0,9.3,8.616666666666667
1.0,3.45,0.5,3.1,1.0,0.0,1.0,1.0,N,0.0,17.25,15.483333333333333
2.0,2.0,0.5,7.49,1.0,0.0,1.0,1.0,N,0.0,30.8,35.016666666666666
2.0,2.16,0.5,2.13,1.0,0.0,1.0,1.0,N,0.0,12.96,10.183333333333334
1.0,0.0,0.5,0.8,1.0,0.0,3.0,1.0,N,0.0,6.8,6.5
2.0,12.61,0.5,18.53,1.0,5.76,1.0,2.0,N,4.5,75.67,34.55
1.0,0.0,0.5,1.5,1.0,0.0,2.0,1.0,N,0.0,9.3,9.583333333333334
2.0,1.0,0.5,1.01,1.0,0.0,1.0,1.0,N,0.0,8.8,7.5
2.0,0.0,0.5,0.79,1.0,0.0,2.0,1.0,N,0.0,6.8,6.25
2.0,1.46,0.5,1.05,1.0,0.0,1.0,1.0,N,0.0,8.76,6.833333333333333
2.0,1.86,0.5,1.13,1.0,0.0,1.0,1.0,N,1.0,11.16,9.25
2.0,1.86,0.5,1.46,1.0,0.0,1.0,1.0,N,0.5,11.16,9.716666666666667
2.0,0.0,0.5,1.67,2.0,0.0,2.0,1.0,N,0.5,9.3,7.433333333333334
2.0,1.0,0.5,2.88,1.0,0.0,1.0,1.0,N,0.5,15.8,16.7
1.0,0.0,0.5,1.2,1.0,0.0,2.0,1.0,N,0.0,10.3,13.566666666666666
2.0,1.0,0.5,1.08,1.0,0.0,1.0,1.0,N,0.5,7.8,4.683333333333334
1.0,0.0,0.5,1.1,2.0,0.0,2.0,1.0,N,0.0,9.3,10.9
1.0,1.25,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,7.55,5.3
2.0,3.16,0.5,2.02,1.0,0.0,1.0,1.0,N,1.0,18.96,21.6
2.0,2.2,0.5,2.13,1.0,0.0,1.0,1.0,N,0.0,11.0,5.416666666666667
1.0,0.0,0.5,2.5,2.0,0.0,2.0,1.0,N,0.0,10.8,10.466666666666667
1.0,3.8,0.5,3.2,1.0,0.0,1.0,1.0,N,0.5,16.6,9.6
1.0,0.0,0.5,1.6,1.0,0.0,2.0,1.0,N,0.0,11.3,15.033333333333333
2.0,3.7,0.5,2.28,2.0,0.0,1.0,1.0,N,0.0,18.5,20.016666666666666
1.0,1.36,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,8.16,5.316666666666666
1.0,1.85,0.5,1.2,1.0,0.0,1.0,1.0,Y,1.0,11.15,7.75
1.0,2.0,0.5,2.9,2.0,0.0,1.0,1.0,N,1.0,17.8,19.1
2.0,2.58,0.5,1.37,1.0,0.0,1.0,1.0,N,0.0,12.88,12.6
1.0,2.0,0.5,1.9,1.0,0.0,1.0,1.0,N,0.0,11.8,9.383333333333333
1.0,8.0,0.5,9.7,1.0,5.76,1.0,1.0,Y,0.0,48.06,44.2
1.0,2.15,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,12.95,12.016666666666667
2.0,1.0,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,9.8,9.883333333333333
1.0,11.7,0.5,21.4,2.0,5.76,1.0,2.0,N,0.0,70.26,38.13333333333333
1.0,0.0,0.5,1.5,1.0,0.0,2.0,1.0,N,1.0,9.3,6.3
2.0,1.0,0.5,2.44,1.0,0.0,1.0,1.0,N,0.5,13.3,13.5
2.0,0.0,0.5,1.79,1.0,0.0,2.0,1.0,N,0.0,11.8,15.183333333333334
1.0,0.0,0.5,1.3,1.0,0.0,2.0,1.0,N,0.0,6.8,4.7
2.0,1.0,0.5,2.3,2.0,0.0,1.0,1.0,N,1.0,13.8,13.583333333333334
1.0,0.0,0.5,17.5,1.0,5.76,1.0,2.0,Y,0.0,58.56,50.13333333333333
1.0,1.0,0.5,1.5,1.0,0.0,1.0,1.0,N,0.5,9.8,7.666666666666667
2.0,2.06,0.5,1.41,3.0,0.0,1.0,1.0,N,1.0,12.36,9.15
2.0,3.09,0.5,1.59,1.0,0.0,1.0,1.0,N,0.5,13.39,10.15
1.0,0.0,0.5,0.0,1.0,5.76,2.0,1.0,N,0.0,37.06,0.0
1.0,4.05,0.5,2.7,1.0,0.0,1.0,1.0,N,0.0,20.35,22.9
1.0,0.0,0.5,1.1,1.0,0.0,2.0,1.0,N,0.0,6.3,3.716666666666667
2.0,2.88,0.5,2.76,4.0,0.0,1.0,1.0,N,0.0,18.18,20.4
2.0,0.0,0.5,1.73,2.0,0.0,1.0,1.0,N,0.0,12.8,18.0
1.0,1.95,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,9.75,6.183333333333334
1.0,0.0,0.5,1.0,1.0,0.0,2.0,1.0,N,0.0,7.3,7.383333333333334
2.0,1.0,0.5,1.87,5.0,0.0,1.0,1.0,N,0.0,14.8,19.1
2.0,2.58,0.5,1.63,1.0,0.0,1.0,1.0,N,0.0,12.88,12.2
1.0,0.0,0.5,0.3,2.0,0.0,2.0,1.0,N,0.5,5.3,2.8333333333333335
2.0,0.0,0.5,0.78,2.0,0.0,2.0,1.0,N,1.0,9.3,9.683333333333334
1.0,0.0,0.5,6.9,3.0,0.0,2.0,1.0,N,0.0,32.8,49.666666666666664
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,6.8,4.516666666666667
2.0,0.0,0.5,10.83,1.0,5.76,1.0,1.0,N,1.0,44.56,45.65
1.0,0.0,0.5,5.2,2.0,0.0,2.0,1.0,N,1.0,18.8,13.383333333333333
2.0,0.0,0.5,0.61,1.0,0.0,1.0,1.0,N,0.0,5.8,5.116666666666666
1.0,0.7,0.5,0.6,1.0,0.0,1.0,1.0,N,0.0,7.0,5.95
2.0,6.5,0.5,12.48,2.0,0.0,1.0,1.0,N,0.5,48.3,42.63333333333333
2.0,3.46,0.5,3.38,6.0,0.0,1.0,1.0,N,0.5,20.76,21.316666666666666
1.0,2.3,0.5,3.7,1.0,0.0,1.0,1.0,N,0.5,17.6,15.766666666666667
1.0,0.0,0.5,1.4,1.0,0.0,2.0,1.0,N,0.0,8.8,9.416666666666666
2.0,10.56,0.5,19.07,1.0,0.0,1.0,2.0,N,0.0,63.36,46.166666666666664
2.0,1.46,0.5,0.71,1.0,0.0,1.0,1.0,N,1.0,8.76,4.883333333333334
1.0,3.15,0.5,3.6,1.0,0.0,1.0,1.0,N,0.5,18.95,16.683333333333334
1.0,2.05,0.5,2.3,1.0,0.0,1.0,1.0,N,0.0,12.35,9.666666666666666
2.0,0.0,0.5,2.72,1.0,0.0,2.0,1.0,N,1.0,13.8,14.933333333333334
1.0,0.0,0.5,2.7,1.0,0.0,2.0,1.0,N,1.0,14.8,16.133333333333333
2.0,1.45,0.5,0.72,5.0,0.0,1.0,1.0,N,0.0,7.25,4.733333333333333
2.0,0.0,0.5,0.31,1.0,0.0,2.0,1.0,N,0.0,4.3,2.6
1.0,0.0,0.5,0.9,1.0,0.0,2.0,1.0,N,0.0,6.3,5.166666666666667
1.0,2.0,0.5,2.6,1.0,0.0,1.0,1.0,N,0.0,19.8,26.716666666666665
1.0,0.0,0.5,1.7,1.0,0.0,1.0,1.0,N,0.0,9.3,9.583333333333334
2.0,1.66,0.5,1.14,1.0,0.0,1.0,1.0,N,0.5,9.96,8.25
1.0,3.35,0.5,4.5,1.0,0.0,1.0,1.0,N,0.5,20.15,12.083333333333334
2.0,9.64,0.5,9.53,1.0,5.76,1.0,1.0,N,0.0,48.2,40.9
2.0,1.14,0.5,0.0,2.0,0.0,1.0,1.0,N,0.5,4.94,0.06666666666666667
1.0,2.0,0.5,4.0,2.0,0.0,1.0,1.0,N,0.0,17.8,15.216666666666667
1.0,1.55,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,9.35,6.583333333333333
2.0,0.7,0.5,1.25,1.0,0.0,1.0,1.0,N,0.0,15.0,20.983333333333334
